2023-09-13,Alcohol,37,onlinebanking,Business
2023-09-24,Water Bill,127,debitcard,EMI
2023-09-13,Amazon Shopping,985,debitcard,other
2023-09-17,Books,319,onlinebanking,Entertainment
2023-10-04,Internet Bill,721,cash,Business
2023-10-02,Groceries,703,cash,Rent
2023-09-29,Internet Bill,877,debitcard,Entertainment
2023-09-29,Cigarettes,187,onlinebanking,other
2023-09-17,Laundry,387,debitcard,food
2023-09-18,Haircut,452,onlinebanking,food
2023-09-09,Phone Bill,91,cash,Rent
2023-09-10,Hobbies,461,creditcard,Rent
2023-09-28,Dining Out,243,cash,food
2023-09-25,Internet Bill,348,creditcard,food
2023-09-13,Internet Bill,443,debitcard,Rent
2023-09-27,Water Bill,99,cash,Entertainment
2023-09-30,Loan Repayment,206,creditcard,food
2023-10-01,Books,748,creditcard,Business
2023-09-28,Haircut,557,onlinebanking,Business
2023-09-23,Home Repairs,203,onlinebanking,food
2023-09-12,Pet Expenses,321,debitcard,Entertainment
2023-09-26,Savings,928,debitcard,other
2023-10-02,Electricity Bill,772,debitcard,EMI
2023-09-25,Travel Expenses,426,epayment,other
2023-09-12,Transportation,622,onlinebanking,EMI
2023-09-06,Savings,557,cash,Entertainment
2023-09-22,Dental Checkup,138,epayment,Business
2023-09-08,Netflix Subscription,111,epayment,Entertainment
2023-09-14,Laundry,957,onlinebanking,Entertainment
2023-09-28,Laundry,343,debitcard,food
2023-09-20,Rent,393,cash,Rent
2023-10-04,Home Repairs,8,onlinebanking,food
2023-09-09,Pet Expenses,762,debitcard,Business
2023-09-17,Charity Donations,791,cash,Business
